Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880_R1	1.0	0.5	1.0	5.5	9.0	12.0	18.5	38.5	55.0	91.0	166.0	288.0	371.0	500.0	784.5	1252.5	2025.5	2486.0	3188.5	4871.0	7029.0	8207.0	10026.0	14200.5	19231.5	21907.0	24991.5	32080.5	40280.5	44476.0	49671.0	60234.0	72129.5	78657.0	85523.5	99431.0	114446.0	122420.0	130020.5	144603.0	158062.5	170341.5	176143.0	181719.0	194814.5	205450.0	208566.0	213068.5	221704.0	231907.5	237978.0	243867.0	255823.0	268615.5	275341.0	282419.0	293656.5	299137.5	300459.0	298011.5	291460.0	281840.0	276324.0	269802.5	256499.0	241956.5	226271.0	218346.0	209652.5	193437.5	178422.0	170928.0	164107.0	150815.0	137998.0	131652.0	124848.5	112194.0	99850.5	93358.0	86994.0	73507.0	59603.0	52822.0	46601.0	35077.0	25378.0	20982.0	18007.0	12753.0	8799.0	5975.0	4826.0	4036.0	2661.5	1665.5	1254.0	980.0	541.5	388.0	399.0
Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880_R1_val_1	672.0	747.0	869.0	929.0	968.5	992.5	1048.5	1159.0	1270.5	1527.0	1799.5	2158.0	2805.0	3386.0	4329.0	5243.0	6831.0	9510.0	11577.5	14838.0	20009.5	24140.0	29044.5	34620.5	41353.5	50766.5	58415.0	66592.5	75818.5	87685.5	102331.0	113673.5	125395.5	137608.0	153103.0	171641.0	185566.0	197923.5	210118.0	221845.0	233661.5	243862.0	252353.0	261384.5	269505.0	275751.5	282793.0	287295.0	293602.0	301076.5	307865.5	315527.0	322187.0	331996.5	342236.0	349998.0	356626.0	362226.5	366915.5	370150.5	370107.5	367347.5	364691.5	361697.5	358621.5	354174.0	346163.0	339167.0	331414.5	322402.5	312717.5	300980.5	291619.0	280801.0	267171.5	253014.0	237076.5	224668.0	210847.5	194226.0	177518.5	156463.0	140821.0	125303.5	102222.0	86566.0	73880.0	62187.5	51388.5	37550.5	29930.0	24639.5	19818.0	15520.5	10630.0	8236.5	6858.5	5820.5	4529.5	3361.0	3241.0
Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880_R2	15.0	57.5	175.0	330.5	411.0	444.0	480.0	496.5	510.0	545.5	652.5	835.0	946.0	1078.0	1411.0	1902.5	2651.5	3110.0	3795.5	5519.5	7870.5	9183.0	10847.5	14695.0	19600.0	22322.0	25607.5	32977.0	41409.0	45757.0	50884.5	61659.0	73963.0	80620.0	87323.5	101563.0	116761.0	124423.0	132443.0	147924.5	161539.5	173413.5	179134.0	185288.5	197434.5	211359.5	219293.0	222168.0	229188.5	239746.0	246158.0	252704.5	264533.0	276865.5	283916.0	289166.5	295898.0	296787.0	296195.0	293146.0	284566.5	272089.5	265143.0	259020.0	245255.0	229870.0	214469.5	206812.0	199312.5	184948.5	171305.5	164527.0	158557.0	146617.5	134384.0	128120.0	122349.0	110643.5	97996.0	91283.0	85319.0	72526.5	58813.5	51929.0	46140.0	35010.0	25371.5	21074.0	18156.0	13205.5	9513.5	6802.0	5750.0	5058.5	3849.5	2950.5	2569.0	2279.0	1749.0	2768.5	4028.0
Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880_R2_val_2	812.0	950.5	1128.5	1184.0	1233.0	1289.5	1404.0	1584.0	1771.0	2041.5	2282.5	2686.5	3397.5	4002.0	4994.5	5961.5	7521.0	10145.0	12290.5	15579.0	20609.0	24731.5	29552.0	35105.5	42032.5	51552.0	59372.5	67585.0	76766.0	88758.0	103844.0	115338.0	126712.0	138784.5	154044.5	172752.0	187516.0	200084.5	212152.5	223979.5	235503.5	244943.5	252985.0	262139.5	270771.0	277346.5	284273.0	289153.0	296006.5	303836.0	309875.5	316994.0	324551.0	333778.0	342455.5	350109.0	357279.0	363033.5	367074.0	369716.0	369849.0	367225.5	364256.0	360874.0	356952.5	351463.5	343273.5	336118.5	328475.0	319540.0	309686.0	297866.5	288110.5	277045.0	263922.5	250191.5	233559.5	220563.0	206908.0	189872.0	173067.5	152821.5	137458.0	121660.5	99231.0	84667.0	72091.5	60387.5	50162.5	36804.5	29293.5	24296.5	19836.0	15883.5	11319.5	9150.5	7971.5	7101.0	6453.5	7892.5	9774.0
Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880_R1	1.0	1.0	0.5	3.0	6.0	10.0	19.5	48.0	71.0	92.5	176.0	303.0	368.0	488.5	818.0	1308.0	2120.5	2652.0	3380.5	4942.5	7174.0	8572.0	10390.5	14460.0	19367.5	22024.0	25231.5	32485.0	40794.5	45058.0	50125.0	61059.0	73339.5	79753.0	86889.0	101298.0	116289.0	124007.0	131371.0	145985.5	159124.5	170952.0	176891.0	182571.0	193338.0	204162.0	209899.0	214677.0	223114.0	231656.0	236539.0	241658.0	252823.5	265329.0	271788.0	278815.0	288140.0	292146.5	293855.0	291102.0	283211.5	272349.5	266625.0	261155.5	248176.5	233375.0	217666.0	209249.0	201098.5	185834.0	170911.5	163103.0	157143.5	144685.0	132426.0	126666.0	120107.5	107260.0	94566.0	88161.0	81852.5	68635.5	54968.0	48209.0	42522.5	31752.0	22651.5	18635.0	15747.0	10835.0	7358.0	5009.5	4114.0	3451.5	2285.0	1452.0	1123.0	861.0	451.5	348.0	392.0
Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880_R1_val_1	638.0	722.0	833.5	856.0	900.0	968.0	1058.5	1188.0	1303.0	1572.5	1849.5	2218.5	2883.0	3514.5	4544.5	5428.5	6921.0	9652.0	11879.5	15231.0	20209.5	24056.0	29017.5	34714.5	41524.5	50868.5	58582.0	67082.5	76398.0	88056.5	103293.0	115303.0	126549.0	138465.5	154060.5	172636.0	186585.0	198830.0	210837.5	222584.0	233868.5	243114.5	251429.5	260387.0	268593.5	275140.5	281620.5	285677.0	291349.0	298486.5	305230.0	312379.5	318425.5	327522.5	337593.0	345071.5	351691.0	356390.0	359436.0	362283.0	362098.5	358345.0	354628.5	350874.0	346538.0	340915.0	332950.5	326312.5	317948.0	308517.5	299197.0	287702.5	278104.0	267084.5	253901.5	240358.0	224529.5	212400.5	198719.0	181725.5	165870.5	146350.0	131291.5	116225.0	93853.5	78852.0	67246.0	56582.0	46637.5	33765.5	26593.0	21808.0	17568.0	13737.5	9398.5	7308.0	6183.5	5338.5	4147.0	3111.5	3049.0
Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880_R2	13.0	50.5	166.0	317.0	390.0	438.0	491.0	527.0	558.0	550.5	631.5	848.0	976.0	1125.0	1453.5	1933.5	2749.5	3265.0	4005.5	5643.5	7906.0	9271.0	11047.0	14986.0	19932.5	22716.0	26098.0	33347.0	41744.0	46274.0	51739.0	62782.5	74761.0	81161.0	88535.5	103396.5	118259.0	125635.0	133600.5	148866.0	162388.0	174776.5	180943.0	186811.0	198659.5	212266.0	219892.0	222435.5	228540.0	238419.5	244738.0	250177.0	260903.5	272276.5	278362.0	283172.5	289500.0	290142.0	289267.0	285324.5	275733.5	264159.0	258233.0	251368.5	236453.5	221906.0	207643.0	199877.0	192076.0	177546.0	164563.0	158309.0	152368.0	140619.0	128834.5	122858.0	116817.0	104745.0	92739.0	86764.0	80453.5	67616.5	54553.5	48017.0	42055.5	31394.0	22607.5	18521.0	15946.5	11370.5	8000.5	5826.0	5020.0	4411.5	3346.5	2668.0	2446.0	2132.5	1683.5	2665.0	3782.0
Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880_R2_val_2	790.0	932.0	1121.0	1179.5	1256.0	1355.5	1485.5	1685.5	1891.0	2227.5	2510.0	2861.0	3461.0	3966.5	5085.0	6163.5	7710.5	10270.5	12318.5	15744.0	20888.5	24918.5	29841.0	35414.0	42154.5	51826.0	59889.5	68332.0	77834.5	89565.0	104512.5	116360.5	127721.5	139794.0	154936.5	173532.5	188108.0	200451.5	212631.0	224814.0	236676.0	246152.5	253760.0	262021.0	270421.5	277385.5	284226.0	288554.5	294130.0	300794.5	306320.5	312547.5	319016.0	328605.5	338078.5	345253.5	351696.0	356313.0	359293.0	361216.0	360392.0	356457.0	352761.5	348558.0	344211.0	338851.0	330107.5	322991.5	314977.5	305647.5	296523.0	285020.0	274705.5	263059.0	249560.5	236520.5	220925.5	208435.0	195135.5	178271.0	162225.5	142949.5	128175.0	113095.0	91263.0	76955.5	65382.5	54743.0	45170.5	33036.0	26374.0	21652.0	17437.5	14092.0	10322.0	8457.5	7541.0	6891.0	6339.0	7598.0	9238.0
Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880_R1	0.0	0.0	1.5	4.5	6.0	8.5	31.5	69.5	87.0	123.5	228.5	412.5	528.0	670.0	1003.0	1611.5	2623.5	3218.0	4188.5	6347.5	9116.0	10696.0	13026.5	18084.5	24271.5	27731.0	31778.5	40825.5	51311.5	56798.0	63149.0	77001.0	92297.0	100092.0	108885.5	126486.0	145309.5	155326.0	165293.5	184091.0	200429.5	215218.5	222499.0	229187.0	242970.0	253778.5	257492.0	261770.5	268186.5	274620.5	278917.0	283337.0	291328.5	300509.5	306119.0	309584.5	312658.0	310477.5	308689.0	302838.0	289165.5	273756.0	266168.0	258088.0	241680.0	225426.5	209651.0	201801.0	193648.0	179172.5	166642.5	160435.0	153845.0	142092.0	130963.5	124998.0	119054.0	106979.5	95159.5	89470.0	83144.0	70571.5	57823.0	51321.0	45490.5	34377.0	24779.0	20464.0	17674.5	12579.0	8565.5	5869.5	4881.0	4056.0	2625.0	1651.5	1284.0	965.0	509.5	391.5	410.0
